07 Close To Me (Acoustic Version),The Cure,,,,,5382007,224,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,8,22/05/2015 01:35,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:07 Close To Me (Acoustic Version).mp3
07 The Hungry Ghost,The Cure,,,,,6473545,269,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,26,01/06/2015 16:29,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:07 The Hungry Ghost.mp3
08 Switch,The Cure,,,,,5391438,224,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:08 Switch.mp3
08 Trust,The Cure,,,,,7980065,332,,,,,,14/01/2014 16:42,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:08 Trust.mp3
08 Why Can't I Be You_ (Acoustic Version),The Cure,,,,,5042933,210,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:08 Why Can't I Be You_ (Acoustic Version).mp3
09 A Letter To Elise,The Cure,,,,,7553132,314,,,,,,14/01/2014 16:42,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:09 A Letter To Elise.mp3
09 Just Like Heaven (Acoustic Version),The Cure,,,,,5172707,215,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,9,22/05/2015 01:38,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:09 Just Like Heaven (Acoustic Version).mp3
09 The Perfect Boy,The Cure,,,,,4838487,201,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:09 The Perfect Boy.mp3
10 Lullaby (Acoustic Version),The Cure,,,,,6074889,253,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,9,22/05/2015 01:42,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:10 Lullaby (Acoustic Version).mp3
10 This. Here And Now. With You,The Cure,,,,,5923732,246,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:10 This. Here And Now. With You.mp3
11 Lovesong (Acoustic Version),The Cure,,,,,5044203,210,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:11 Lovesong (Acoustic Version).mp3
11 Sleep When I'm Dead,The Cure,,,,,5563233,231,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:11 Sleep When I'm Dead.mp3
11 To Wish Impossible Things,The Cure,,,,,6815861,283,,,,,,14/01/2014 16:42,18/06/2014 14:54,192,44100,,MPEG audio file,,,8,22/05/2015 01:47,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:11 To Wish Impossible Things.mp3
12 End,The Cure,,,,,9726089,405,,,,,,14/01/2014 16:42,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:12 End.mp3
12 Never Enough (Acoustic Version),The Cure,,,,,6881085,286,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:12 Never Enough (Acoustic Version).mp3
12 The Scream,The Cure,,,,,6642186,276,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:12 The Scream.mp3
13 High (Acoustic Version),The Cure,,,,,5326291,221,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:13 High (Acoustic Version).mp3
13 It's Over,The Cure,,,,,6168219,256,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:13 It's Over.mp3
14 Friday I'm In Love (Acoustic Version),The Cure,,,,,5069260,211,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,9,22/05/2015 01:51,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:14 Friday I'm In Love (Acoustic Version).mp3
15 Mint Car (Acoustic Version),The Cure,,,,,4985239,207,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,6,19/05/2015 21:55,1,22/05/2015 23:20,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:15 Mint Car (Acoustic Version).mp3
16 Wrong Number (Acoustic Version),The Cure,,,,,8524853,355,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:16 Wrong Number (Acoustic Version).mp3
17 Cut Here (Acoustic Version),The Cure,,,,,6076739,253,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:17 Cut Here (Acoustic Version).mp3
18 Just Say Yes (Acoustic Version),The Cure,,,,,5034771,209,,,,,,14/01/2014 16:41,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Cure:Unknown Album:18 Just Say Yes (Acoustic Version).mp3
Uprising Bodies (Taio Cruz vs. Drowning Pool vs. Muse vs. Moby vs. Stromae vs. Infernal vs. Sak Noel),Dan Mei,,Mashup-Culture Vol1,,Mashup,12671198,229,,,7,22,2012,14/01/2014 16:46,18/06/2014 14:54,320,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:The Mashup Radio:Mashup-Culture Vol1:07 Uprising Bodies (Taio Cruz vs. Drowning Pool vs. Muse vs. Moby vs. Stromae vs. Infernal vs. Sak Noel).mp3
Changes,David Bowie,,Changesbowie,,Other,3500227,218,,,,,,03/08/2014 22:09,03/08/2014 22:10,128,44100,,MPEG audio file,,,9,28/05/2015 00:36,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:David Bowie:Changesbowie:Changes.mp3
Heroes,David Bowie,,Changesbowie,,Other,3502734,218,,,,,,03/08/2014 22:09,03/08/2014 22:10,128,44100,,MPEG audio file,,,3,23/11/2014 01:08,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:David Bowie:Changesbowie:Heroes.mp3
Rebel Rebel,David Bowie,,Changesbowie,,Other,4353699,271,,,,,,03/08/2014 22:09,03/08/2014 22:10,128,44100,,MPEG audio file,,,5,23/11/2014 01:13,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:David Bowie:Changesbowie:Rebel Rebel.mp3
Space Oddity,David Bowie,,Changesbowie,,Other,5082202,317,,,,,,03/08/2014 22:09,03/08/2014 22:10,128,44100,,MPEG audio file,,,4,23/11/2014 01:18,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:David Bowie:Changesbowie:Space Oddity.mp3
Ziggy Stardust,David Bowie,,Changesbowie,,Other,3104837,193,,,,,,03/08/2014 22:09,03/08/2014 22:10,128,44100,,MPEG audio file,,,18,27/03/2015 00:47,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:David Bowie:Changesbowie:Ziggy Stardust.mp3
Life On Mars-,David Bowie,,Hunky Dory (Original LP),,rock,6014976,234,,,4,,,03/08/2014 22:09,03/08/2014 22:10,205,44100,,MPEG audio file,,,7,23/11/2014 01:25,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:David Bowie:Hunky Dory (Original LP):04 Life On Mars-.mp3
Bach By Design: Invention 1,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,2113229,51,1,1,1,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,1,23/11/2014 01:26,,,
Bach By Design: Invention 2,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,4678527,129,1,1,2,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,1,23/11/2014 01:28,,,
Bach By Design: Invention 3,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,3789900,100,1,1,3,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,1,23/11/2014 01:30,,,
Bach By Design: Invention 4,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,3788166,100,1,1,4,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,1,23/11/2014 01:59,
Bach By Design: Invention 5,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,3077412,80,1,1,5,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Bach By Design: Fugue,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,5597446,155,1,1,6,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Bach By Design: Chorale,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,3584060,100,1,1,7,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Mozart By Design: Sonata I,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,9837054,284,1,1,8,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Mozart By Design: Sonata II,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,5931824,174,1,1,9,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Mozart By Design: Sonata III,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,5985486,169,1,1,10,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Mozart By Design: Overture,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,10085264,293,1,1,11,20,1994,06/01/2015 18:45,27/02/2010 16:29,256,44100,,Purchased AAC audio file,,,,,,,
Chopin By Design: Mazurka,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,4176505,123,1,1,12,20,1994,06/01/2015 18:45,27/02/2010 16:29,256,44100,,Purchased AAC audio file,,,,,,,
Brahms By Design: Intermezzo,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,5709857,160,1,1,13,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Joplin By Design: Rag,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,6885801,196,1,1,14,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Gershwin By Design: Prelude,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,11264435,328,1,1,15,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Bartok By Design: Kosmos,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,2533622,64,1,1,16,20,1994,06/01/2015 18:45,27/02/2010 16:29,256,44100,,Purchased AAC audio file,,,,,,,
Prokofiev By Design: Sonata- I,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,8402569,239,1,1,17,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Prokofiev By Design: Sonata- II,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,8977649,256,1,1,18,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Prokofiev By Design: Sonata-III,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,8550114,246,1,1,19,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Cope By Design: Vacuum Genesis,David Cope,David Cope,Bach By Design - Computer Music Composed Music,,Classical,8502726,242,1,1,20,20,1994,06/01/2015 18:45,27/02/2010 17:29,256,44100,,Purchased AAC audio file,,,,,,,
Drifting Sideways,De/Vision,,Devolution,,Rock,6447138,268,1,1,4,10,2003,01/08/2014 21:02,01/08/2014 22:11,192,44100,,MPEG audio file,,,47,06/06/2015 11:03,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:De_Vision:Devolution:04 Drifting Sideways.mp3
Amphetamine Zoo,DeathBoy,,End of an Error,,Rock,9793291,284,1,1,1,11,2006,07/01/2015 03:45,29/10/2008 02:02,256,44100,,Purchased AAC audio file,,,,,,,
Smile You Fuckers,DeathBoy,,End of an Error,,Rock,9400234,270,1,1,5,11,2006,02/07/2014 12:41,29/10/2008 02:02,256,44100,,Purchased AAC audio file,,,6,24/07/2014 08:09,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:DeathBoy:End of an Error:05 Smile You Fuckers.m4a
Groove Is In the Heart,Deee-Lite,,The Very Best of Deee-Lite,,Pop,8236707,231,1,1,3,20,2001,02/07/2014 12:41,20/04/2010 23:38,256,44100,,Purchased AAC audio file,,,57,05/06/2015 11:59,1,03/06/2015 08:55,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Deee-Lite:The Very Best of Deee-Lite:03 Groove Is In the Heart.m4a
Everything Counts (Long Version),Depeche Mode,Martin L. Gore,Construction Time Again,,Alternative,10580359,440,,,10,,1983,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,, 000002D8 00000299 0000285F 000015C3 00036C19 000072D4 000064BD 00007744 0004328E 00036E01,7,18/04/2015 18:32,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Construction Time Again:10 Everything Counts (Long Version).mp3
Everything Counts (Long Version),Depeche Mode,Martin L. Gore,Construction Time Again,,,10580359,440,,,10,,1983,01/08/2014 21:02,01/08/2014 22:11,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Construction Time Again:10 Everything Counts (Long Version) 1.mp3
Freelove,Depeche Mode,Martin Gore,Exciter,,Pop,8884224,370,,,7,,2001,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,, 000005CC 00000685 0000377A 000067C6 0005677D 000567AC 00008000 00008000 00007675 00006B07,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Exciter:07 Freelove.mp3
I feel loved,Depeche Mode,Martin L. Gore,Exciter,,Rock,6288762,260,,,9,,2001,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Exciter:09 I feel loved.mp3
The Things You Said,Depeche Mode,,Music for the Masses,,,5734864,239,,,2,14,1987,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:02 The Things You Said.mp3
Strangelove,Depeche Mode,,Music For The Masses,,rock,4726784,295,,,3,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:03 Strangelove.mp3
Sacred,Depeche Mode,,Music For The Masses,,rock,4624384,288,,,4,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:04 Sacred.mp3
Little 15,Depeche Mode,,Music For The Masses,,rock,4143104,258,,,5,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:05 Little 15.mp3
I Want You Now,Depeche Mode,,Music For The Masses,,rock,3590144,224,,,7,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:07 I Want You Now.mp3
To Have And To Hold,Depeche Mode,,Music For The Masses,,rock,2746368,171,,,8,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:08 To Have And To Hold.mp3
Nothing,Depeche Mode,,Music For The Masses,,rock,4132864,258,,,9,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:09 Nothing.mp3
Pimpf,Depeche Mode,,Music For The Masses,,rock,5206063,325,,,10,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:10 Pimpf.mp3
Agent Orange,Depeche Mode,,Music For The Masses,,rock,4884480,305,,,11,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:11 Agent Orange.mp3
Pleasure  Little Treasure,Depeche Mode,,Music For The Masses,,rock,5380096,336,,,14,,,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:Music For The Masses:14 Pleasure  Little Treasure.mp3
Everything Counts (Live),Depeche Mode,Martin Gore,The Singles (1986-1998),,Pop,13553260,398,2,2,11,11,1998,14/01/2014 16:46,18/06/2014 14:54,256,44100,,Purchased AAC audio file,,,,,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles (1986-1998):2-11 Everything Counts (Live).m4a
Dreaming Of Me,Depeche Mode,Vince Clarke,The Singles 81-85,,rock,3631104,226,,,1,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000D2B 0000108F 000068BF 00006BFF 0001ADF5 0001ADF5 00008000 00008000 0000755E 0000EA60,1,03/02/2015 08:10,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:01 Dreaming Of Me.mp3
New Life,Depeche Mode,Vince Clarke,The Singles 81-85,,rock,3619048,225,,,2,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 000010AA 000013A9 00006BFB 0000656E 00015FA7 0001ADDE 00008000 00008000 0000EA77 0000EA60,1,03/02/2015 08:14,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:02 New Life.mp3
Just Can't Get Enough,Depeche Mode,,The Singles 81-85,,rock,3588155,224,,,3,,,01/08/2014 21:02,01/08/2014 22:11,128,44100,,MPEG audio file,,,9,16/04/2015 17:42,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:03 Just Can't Get Enough.mp3
See You,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3797097,237,,,4,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000D1F 00000BB4 00003BD3 000030D9 0001ADC7 000222F7 00008000 00008000 00007547 00007530,2,15/04/2015 22:17,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:04 See You.mp3
The Meaning Of Love,Depeche Mode,Martin Gore,The Singles 81-85,,rock,2963456,185,,,5,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00001374 000013E9 00008216 00007837 00029855 00029827 00008000 00008000 00004E4E 00004E4E,2,15/04/2015 22:20,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:05 The Meaning Of Love.mp3
Leave In Silence,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3878912,242,,,6,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 0000070C 0000070F 00003AF1 000036D4 0002983E 0002983E 00008000 00008000 00004E20 0000273E,2,15/04/2015 22:24,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:06 Leave In Silence.mp3
Get The Balance Right,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3121152,195,,,7,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000A11 0000090D 00003943 000032B0 0001ADDE 0001ADDE 00008000 00008000 00007530 00007530,3,16/04/2015 17:04,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:07 Get The Balance Right.mp3
Everything Counts,Depeche Mode,,The Singles 81-85,,rock,3835904,239,,,8,,,01/08/2014 21:02,01/08/2014 22:11,128,44100,,MPEG audio file,,,12,06/06/2015 12:36,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:08 Everything Counts.mp3
Love In Itself,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3846144,240,,,9,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000FE4 0000108E 00004C33 00005CCF 00030D57 0001ADF5 00008000 00008000 0000C350 00002727,3,16/04/2015 17:38,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:09 Love In Itself.mp3
People Are People,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3618816,226,,,10,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000DDA 0000124F 00002AB9 00003E55 000222F7 00015F90 00008000 00008000 0000273E 0000273E,3,16/04/2015 18:08,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:10 People Are People.mp3
Master And Servant,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3649569,227,,,11,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00001761 00001BB3 000049F7 000098F9 00013897 00002727 00008000 00008000 00002727 00002710,3,16/04/2015 17:17,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:11 Master And Servant.mp3
Blasphemous Rumours,Depeche Mode,Martin Gore,The Singles 81-85,,rock,4945920,309,,,12,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000D8C 00000C3A 0000387E 0000362A 0003D0BE 00035B77 00008000 00008000 000249F0 000249F0,3,16/04/2015 18:39,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:12 Blasphemous Rumours.mp3
Somebody,Depeche Mode,Martin Gore,The Singles 81-85,,rock,4202496,262,,,13,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000272 00000305 00000DC0 00000F79 0002230E 0002230E 0000664A 000065A3 00027117 000186CE,3,16/04/2015 18:44,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:13 Somebody.mp3
Shake The Disease,Depeche Mode,Martin Gore,The Singles 81-85,,rock,4634624,289,,,14,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00001633 00001149 0000806D 000048C5 00035BA5 00024A07 00008000 00008000 00009C85 00007530,3,16/04/2015 17:09,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:14 Shake The Disease.mp3
It's Called A Heart,Depeche Mode,Martin Gore,The Singles 81-85,,rock,3708928,231,,,15,,1998,14/01/2014 16:46,18/06/2014 14:54,128,44100,,MPEG audio file,, 00000EF8 00001096 000045FD 000043E3 00022325 00022325 00008000 00008000 0000C350 0000C350,2,15/04/2015 23:01,1,03/04/2015 17:42,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 81-85:15 It's Called A Heart.mp3
Stripped,Depeche Mode,,The Singles 86>98,,,5558272,231,1,,1,10,1998,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,3,16/04/2015 17:50,1,12/11/2014 22:34,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 86_98:1-01 Stripped.mp3
A Question Of Lust,Depeche Mode,,The Singles 86>98,,,6481920,270,1,,2,10,1998,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,3,16/04/2015 18:22,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 86_98:1-02 A Question Of Lust.mp3
A Question Of Time,Depeche Mode,,The Singles 86>98,,,5795901,241,1,,3,10,1998,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,3,16/04/2015 18:17,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 86_98:1-03 A Question Of Time.mp3
Strangelove,Depeche Mode,,The Singles 86>98,,,5462016,227,1,,4,10,1998,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,2,15/04/2015 23:18,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 86_98:1-04 Strangelove.mp3
Never Let Me Down Again,Depeche Mode,,The Singles 86>98,,,6289408,262,1,,5,10,1998,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,2,16/04/2015 17:30,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 86_98:1-05 Never Let Me Down Again.mp3
Behind The Wheel,Depeche Mode,,The Singles 86>98,,,5834752,243,1,,6,10,1998,14/01/2014 16:46,18/06/2014 14:54,192,44100,,MPEG audio file,,,2,16/04/2015 17:46,,,,Macintosh HD:Users:boxcat:Music:iTunes:iTunes Media:Music:Depeche Mode:The Singles 86_98:1-06 Behind The Wheel.mp3
